ELEM_KOD;TELEP_NEV;JARAS_NEV;MEGYE_NEV;REGIO_NEV;NAGYREGIO_NEV;VALUE;
3136;Kóka;Nagykátai;Pest;Pest;Közép-Magyarország;1625;
3001;Réde;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1979;
3127;Szamosújlak;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1051;
1739;Geszt;Sarkadi;Békés;Dél-Alföld;Alföld és Észak;834;
3146;Fülöpháza;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1448;
2946;Balatonfőkajár;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;1677;
1733;Kisbér;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2074;
0705;Öreglak;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;1147;
2535;Kemendollár;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1510;
0534;Tófej;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1629;
1536;Hajmáskér;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;1840;
2012;Tata;Tatai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2374;
3062;Tiszakécske;Tiszakécskei;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1725;
0455;Litér;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;2016;
2412;Bakonytamási;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1805;
0438;Magyartelek;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;903;
0411;Hortobágy;Balmazújvárosi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1521;
1185;Pápakovácsi;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1859;
3078;Bodrogkeresztúr;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1546;
1446;Tabajd;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;1729;
1042;Magyaratád;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1570;
1208;Gelse;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1554;
0612;Dövény;Putnoki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1396;
3288;Bükkzsérc;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1581;
0796;Murarátka;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;1170;
2278;Tiszaszentimre;Tiszafüredi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1185;
1676;Váncsod;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;944;
3257;Papos;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1313;
1921;Nábrád;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1268;
1413;Bojt;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;477;
1814;Kötcse;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;1212;
1895;Ozmánbük;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1509;
1088;Lispeszentadorján;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;1261;
0978;Sárfimizdó;Vasvári;Vas;Nyugat-Dunántúl;Dunántúl;1149;
1495;Sukoró;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;2750;
1747;Hajdúszovát;Hajdúszoboszlói;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;945;
1997;Fábiánsebestyén;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1589;
3125;Pápateszér;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1620;
0232;Baktalórántháza;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1185;
2070;Mórágy;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;1221;
1797;Jászdózsa;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1666;
1453;Kömlő;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;611;
2667;Lengyeltóti;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;1108;
1099;Kerékteleki;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2037;
0341;Somogyszil;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1078;
1652;Nyírvasvári;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1228;
0788;Szőlősardó;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1534;
3143;Husztót;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;773;
0666;Ete;Kisbéri;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2014;
0582;Vál;Martonvásári;Fejér;Közép-Dunántúl;Dunántúl;1917;
3015;Bácsszőlős;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;822;
1704;Pusztafalu;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1222;
2875;Zsarolyán;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1051;
2079;Und;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1310;
1125;Fertőboz;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1287;
1126;Kóny;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2141;
3405;Hunyadfalva;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;955;
1853;Sajópálfala;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1921;
1965;Máriapócs;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1378;
1846;Berekböszörmény;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;718;
1550;Bősárkány;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1996;
2802;Villány;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;1418;
1860;Szegerdő;Marcali;Somogy;Dél-Dunántúl;Dunántúl;747;
1842;Keszthely;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1536;
0504;Nyírderzs;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1281;
1534;Fertőszentmiklós;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1668;
1883;Kisdombegyház;Mezőkovácsházai;Békés;Dél-Alföld;Alföld és Észak;935;
1320;Hont;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1331;
2563;Ibrány;Ibrányi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1239;
1162;Bodmér;Bicskei;Fejér;Közép-Dunántúl;Dunántúl;1717;
1915;Homokszentgyörgy;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;1165;
2404;Monostorapáti;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1655;
3267;Rinyakovácsi;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;626;
1851;Vejti;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;814;
3442;Balatonakarattya;Balatonalmádi;Veszprém;Közép-Dunántúl;Dunántúl;1783;
0952;Gyulakeszi;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1385;
0957;Kerkaszentkirály;Letenyei;Zala;Nyugat-Dunántúl;Dunántúl;1402;
1649;Egyházasharaszti;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;884;
1678;Hejőpapi;Mezőcsáti;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1197;
1571;Szárföld;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1467;
3434;Daruszentmiklós;Dunaújvárosi;Fejér;Közép-Dunántúl;Dunántúl;1713;
1222;Terpes;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;628;
1265;Zalahaláp;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1681;
1115;Gór;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;1345;
2015;Dáka;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1256;
2755;Pogányszentpéter;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;1234;
1018;Bácsbokod;Bácsalmási;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1365;
0335;Nova;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1520;
1588;Drávatamási;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;878;
1741;Drávafok;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;955;
3205;Zalaegerszeg;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;2052;
3215;Bogád;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;1761;
1840;Hegykő;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1377;
1063;Őriszentpéter;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1612;
1906;Árpádhalom;Szentesi;Csongrád-Csanád;Dél-Alföld;Alföld és Észak;1487;
2876;Bágyogszovát;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1822;
2255;Onga;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1532;
3263;Tornyiszentmiklós;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;1474;
1740;Zalaapáti;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1106;
1563;Tarrós;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;887;
2361;Kömörő;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1035;
0685;Törökbálint;Érdi;Pest;Pest;Közép-Magyarország;2486;
1961;Iharos;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;1019;
3083;Hosszúhetény;Pécsi;Baranya;Dél-Dunántúl;Dunántúl;1673;
2288;Kisbajcs;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2554;
2874;Sellye;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;1684;
3171;Sósvertike;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;968;
1632;Felsőtárkány;Egri;Heves;Észak-Magyarország;Alföld és Észak;1954;
1771;Kisdorog;Bonyhádi;Tolna;Dél-Dunántúl;Dunántúl;1476;
0953;Dunaszentgyörgy;Paksi;Tolna;Dél-Dunántúl;Dunántúl;2269;
2967;Beret;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;555;
1285;Nagyhajmás;Hegyháti;Baranya;Dél-Dunántúl;Dunántúl;1097;
3089;Felsőszenterzsébet;Lenti;Zala;Nyugat-Dunántúl;Dunántúl;382;
1224;Kemenesmagasi;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;1635;
3048;Forró;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1075;
3355;Herceghalom;Budakeszi;Pest;Pest;Közép-Magyarország;3081;
3174;Pacsa;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1305;
0586;Egerlövő;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1497;
0487;Litke;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;959;
1591;Gyúró;Martonvásári;Fejér;Közép-Dunántúl;Dunántúl;1963;
1662;Magy;Baktalórántházai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1101;
2508;Mezőszemere;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;1051;
3348;Sátorhely;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;1440;
2047;Kaposvár;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1779;
1148;Somogycsicsó;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;1100;
0364;Döge;Kisvárdai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1343;
0622;Bodonhely;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1948;
0939;Hernádcéce;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;537;
1061;Komjáti;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1053;
3259;Dénesfa;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1721;
1035;Abod;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1755;
1204;Ölbő;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;1769;
2747;Sárospatak;Sárospataki;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1773;
1716;Tarnazsadány;Hevesi;Heves;Észak-Magyarország;Alföld és Észak;650;
1734;Kiscsécs;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;765;
3093;Nagykanizsa;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1709;
1207;Pétervására;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;1235;
0610;Kálmáncsa;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;660;
1863;Hács;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;976;
1922;Ricse;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;910;
3423;Szántód;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;1489;
1689;Zalaigrice;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;999;
3230;Nógrádkövesd;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;2337;
3176;Ököritófülpös;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;934;
3243;Kiskunhalas;Kiskunhalasi;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1602;
3432;Pálosvörösmart;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;2504;
2345;Kővágóörs;Tapolcai;Veszprém;Közép-Dunántúl;Dunántúl;1278;
0351;Visznek;Gyöngyösi;Heves;Észak-Magyarország;Alföld és Észak;1538;
3437;Kerekharaszt;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;2431;
0983;Szemere;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;936;
1393;Porrogszentkirály;Csurgói;Somogy;Dél-Dunántúl;Dunántúl;1182;
0299;Bátorliget;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1204;
1712;Beleg;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;910;
0994;Hencse;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;919;
2223;Botpalád;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;660;
3260;Somogytúr;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;1024;
3351;Szákszend;Oroszlányi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2030;
0778;Döbröce;Zalaszentgróti;Zala;Nyugat-Dunántúl;Dunántúl;1067;
2779;Szergény;Celldömölki;Vas;Nyugat-Dunántúl;Dunántúl;1837;
0703;Lénárddaróc;Ózdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1473;
2032;Rinyaújnép;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;468;
3181;Dánszentmiklós;Ceglédi;Pest;Pest;Közép-Magyarország;1613;
1993;Pusztahencse;Paksi;Tolna;Dél-Dunántúl;Dunántúl;1386;
0608;Ádánd;Siófoki;Somogy;Dél-Dunántúl;Dunántúl;1278;
3359;Felsőlajos;Kecskeméti;Bács-Kiskun;Dél-Alföld;Alföld és Észak;1693;
2643;Nyíri;Sátoraljaújhelyi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1023;
3101;Szalaszend;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;945;
1752;Polgárdi;Székesfehérvári;Fejér;Közép-Dunántúl;Dunántúl;1897;
0327;Füzesabony;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;1693;
1077;Tiszabő;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;382;
0472;Sály;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;765;
3144;Fertőszéplak;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1444;
2043;Magyarpolány;Ajkai;Veszprém;Közép-Dunántúl;Dunántúl;1881;
0350;Sajóbábony;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1411;
1112;Olcsva;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;926;
0923;Nyírgyulaj;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1290;
0257;Kenéz;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;2015;
1589;Pácin;Cigándi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1043;
1671;Gic;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1849;
2256;Kunhegyes;Kunhegyesi;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1319;
1782;Mándok;Záhonyi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1309;
1630;Szamoskér;Mátészalkai;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1288;
2135;Szikszó;Szikszói;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1636;
2294;Zalaszabar;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1146;
1165;Bögöt;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;2052;
1037;Tornakápolna;Edelényi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;5280;
2541;Németfalu;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1553;
1743;Jásd;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;1874;
1857;Acsa;Váci;Pest;Pest;Közép-Magyarország;1757;
0293;Dudar;Zirci;Veszprém;Közép-Dunántúl;Dunántúl;1840;
0565;Nemesgörzsöny;Pápai;Veszprém;Közép-Dunántúl;Dunántúl;1787;
1506;Nagymizdó;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1471;
3219;Újudvar;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1600;
1799;Rábatöttös;Szombathelyi;Vas;Nyugat-Dunántúl;Dunántúl;1746;
1509;Baktüttös;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;1474;
0458;Veszkény;Kapuvári;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1516;
1086;Ecseny;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;853;
0241;Kisbabot;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1762;
3247;Somogybabod;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;1134;
0255;Mórichida;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1979;
1180;Vindornyaszőlős;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;1413;
2031;Kiskutas;Zalaegerszegi;Zala;Nyugat-Dunántúl;Dunántúl;2013;
1966;Alsódobsza;Szerencsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1729;
2406;Ősi;Várpalotai;Veszprém;Közép-Dunántúl;Dunántúl;1721;
1471;Szálka;Szekszárdi;Tolna;Dél-Dunántúl;Dunántúl;2037;
2027;Véménd;Mohácsi;Baranya;Dél-Dunántúl;Dunántúl;1092;
2181;Varbó;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1933;
0304;Hajdúböszörmény;Hajdúböszörményi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1525;
1079;Fülesd;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;857;
2024;Heréd;Hatvani;Heves;Észak-Magyarország;Alföld és Észak;2111;
3380;Bodrogkisfalud;Tokaji;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1487;
2762;Újlőrincfalva;Füzesabonyi;Heves;Észak-Magyarország;Alföld és Észak;1334;
1772;Szarvaskend;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;2046;
0349;Vereb;Gárdonyi;Fejér;Közép-Dunántúl;Dunántúl;1697;
1822;Kaposmérő;Kaposvári;Somogy;Dél-Dunántúl;Dunántúl;1756;
0731;Bokod;Oroszlányi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2071;
2014;Csesztve;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1601;
0243;Bük;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;1602;
1464;Márkháza;Salgótarjáni;Nógrád;Észak-Magyarország;Alföld és Észak;1142;
1688;Horvátzsidány;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;1297;
1876;Zalaköveskút;Keszthelyi;Zala;Nyugat-Dunántúl;Dunántúl;671;
1259;Tiszadob;Tiszavasvári;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1082;
2387;Szarvas;Szarvasi;Békés;Dél-Alföld;Alföld és Észak;1647;
0680;Kötegyán;Sarkadi;Békés;Dél-Alföld;Alföld és Észak;1204;
2534;Sárkeresztúr;Sárbogárdi;Fejér;Közép-Dunántúl;Dunántúl;884;
0587;Szajol;Szolnoki;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1899;
1039;Hajdúhadház;Hajdúhadházi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;983;
2209;Bükkszentmárton;Bélapátfalvai;Heves;Észak-Magyarország;Alföld és Észak;892;
1837;Mezőnagymihály;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1583;
1127;Nyírlugos;Nyírbátori;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1280;
2394;Sárrétudvari;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1378;
3304;Encs;Encsi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1355;
3439;Monorierdő;Monori;Pest;Pest;Közép-Magyarország;1868;
2050;Kurd;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;1184;
0249;Nagycenk;Soproni;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1264;
1661;Egercsehi;Egri;Heves;Észak-Magyarország;Alföld és Észak;1320;
0530;Bőcs;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1431;
2526;Alattyán;Jászapáti;Jász-Nagykun-Szolnok;Észak-Alföld;Alföld és Észak;1322;
3375;Máza;Komlói;Baranya;Dél-Dunántúl;Dunántúl;1141;
2415;Négyes;Mezőkövesdi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1405;
0238;Bercel;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1629;
1427;Káptalanfa;Sümegi;Veszprém;Közép-Dunántúl;Dunántúl;1681;
0630;Nagyrábé;Püspökladányi;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1281;
0256;Döbrököz;Dombóvári;Tolna;Dél-Dunántúl;Dunántúl;1105;
0664;Jobaháza;Csornai;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1680;
0568;Mezőkomárom;Enyingi;Fejér;Közép-Dunántúl;Dunántúl;1456;
0647;Lapáncsa;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;1225;
0594;Bakonyszentlászló;Pannonhalmi;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;1814;
1467;Darvas;Berettyóújfalui;Hajdú-Bihar;Észak-Alföld;Alföld és Észak;1525;
2067;Beregsurány;Vásárosnaményi;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;872;
3327;Alsószentmárton;Siklósi;Baranya;Dél-Dunántúl;Dunántúl;481;
1158;Vilmány;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;565;
3161;Zalamerenye;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;948;
2069;Döbörhegy;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1261;
0674;Diósjenő;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;1507;
3034;Sajószöged;Tiszaújvárosi;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;2280;
3371;Rábaszentmihály;Téti;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2031;
0567;Gégény;Kemecsei;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;1459;
1261;Kertészsziget;Szeghalmi;Békés;Dél-Alföld;Alföld és Észak;1182;
1194;Gyöngyösfalu;Kőszegi;Vas;Nyugat-Dunántúl;Dunántúl;2033;
3352;Mátraterenye;Bátonyterenyei;Nógrád;Észak-Magyarország;Alföld és Észak;1424;
0841;Kastélyosdombó;Barcsi;Somogy;Dél-Dunántúl;Dunántúl;833;
1893;Tarján;Tatabányai;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;2119;
1944;Somogyvár;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;1298;
2862;Répceszentgyörgy;Sárvári;Vas;Nyugat-Dunántúl;Dunántúl;2076;
1742;Rozsály;Fehérgyarmati;Szabolcs-Szatmár-Bereg;Észak-Alföld;Alföld és Észak;993;
1369;Táska;Marcali;Somogy;Dél-Dunántúl;Dunántúl;868;
1913;Kátoly;Pécsváradi;Baranya;Dél-Dunántúl;Dunántúl;1175;
1276;Nagybakónak;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1304;
3178;Győrújfalu;Győri;Győr-Moson-Sopron;Nyugat-Dunántúl;Dunántúl;2801;
0529;Pilisszántó;Pilisvörösvári;Pest;Pest;Közép-Magyarország;1847;
0726;Lepsény;Enyingi;Fejér;Közép-Dunántúl;Dunántúl;1723;
0244;Szatta;Körmendi;Vas;Nyugat-Dunántúl;Dunántúl;1494;
0584;Harsány;Miskolci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;1724;
1507;Szabadszentkirály;Szentlőrinci;Baranya;Dél-Dunántúl;Dunántúl;1286;
2639;Pamuk;Fonyódi;Somogy;Dél-Dunántúl;Dunántúl;842;
2259;Cserhátsurány;Balassagyarmati;Nógrád;Észak-Magyarország;Alföld és Észak;1648;
1990;Csányoszró;Sellyei;Baranya;Dél-Dunántúl;Dunántúl;1115;
1176;Veszprém;Veszprémi;Veszprém;Közép-Dunántúl;Dunántúl;2281;
2957;Kesztölc;Esztergomi;Komárom-Esztergom;Közép-Dunántúl;Dunántúl;1895;
1120;Hosszúvölgy;Nagykanizsai;Zala;Nyugat-Dunántúl;Dunántúl;1364;
3280;Nagykorpád;Nagyatádi;Somogy;Dél-Dunántúl;Dunántúl;999;
0450;Szendehely;Rétsági;Nógrád;Észak-Magyarország;Alföld és Észak;2128;
0296;Bükkszék;Pétervásárai;Heves;Észak-Magyarország;Alföld és Észak;1490;
2108;Vizsoly;Gönci;Borsod-Abaúj-Zemplén;Észak-Magyarország;Alföld és Észak;806;
